FIPS,FIPS,State,County,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,RECFAC09,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS08,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,PCH_WICSPTH_08_12,GHVEG_FARMS07,GHVEG_FARMS12,CSA07,VEG_FARMS07,VEG_FARMS12,FMRKT09,PCT_LOCLFARM07,PCT_LOCLFARM12
1027,1027,AL,Clay,13.2,14.6,32.2,37.3,0,742.771697930452,5.331407536107178,268.741082133232,1.9289483357251793,186.370932367682,3.286965297489983,164.052881014424,1.1775257035201263,134.718945384806,0.9669749166293855,3,0.214193917,0,0.0,8,0.571183778,1,0.071397972,10.166666666666668,0.7567299342513336,3,3,0.0,0.2172811,0.2232974,2.768888,3.0,1.0,1.0,2.0,9.0,1.0,4.62962962962963,2.7431421446384037
1029,1029,AL,Cleburne,11.0,12.6,28.8,30.0,0,146.863495852805,0.980921024931906,80.3899912656715,0.5369355548067827,208.807570784528,3.544518261492582,31.6711672727306,0.21153598231853193,29.1777438408681,0.1948820721404495,3,0.201099343,0,0.0,11,0.737364258,0,0.0,16.666666666666664,1.1236965120460265,5,5,0.0,0.3393051,0.337109,-0.6472443,0.0,0.0,0.0,6.0,10.0,1.0,5.0,4.105571847507331
1031,1031,AL,Coffee,12.1,15.9,32.7,33.7,5,11395.3204024342,22.81436774732562,3708.84461474846,7.425411657620846,884.111884891343,4.45418854799407,2727.2968681601,5.460272419636622,1493.50541519682,2.9901205557716426,7,0.141585761,1,0.0202265,30,0.606796117,0,0.0,37.5,0.7316787637555607,7,8,14.28571,0.1465263,0.1560915,6.527969,0.0,0.0,9.0,18.0,16.0,1.0,3.5015447991761075,4.115684093437152
1033,1033,AL,Colbert,13.5,18.7,34.7,37.5,4,9519.55115267744,17.490172618280003,2770.28491104755,5.0898157401476265,532.491533469517,2.3382581718241644,2271.97638086306,4.174278644931028,1593.6470856718,2.927991264922099,9,0.165362143,1,0.0183736,43,0.790063573,3,0.0551207,55.75,1.0239503361128457,11,8,-27.27273,0.2013693,0.1469346,-27.03229,1.0,1.0,7.0,30.0,11.0,3.0,5.0271739130434785,3.7845705967976713
1035,1035,AL,Conecuh,14.5,17.4,32.1,36.4,0,3725.78157048967,28.16587216880609,1955.50781210204,14.78309504159389,372.461298912982,6.621534202897457,723.097824897506,5.466418392028319,779.040221255049,5.889327345441858,3,0.226005725,0,0.0,16,1.205363869,1,0.075335242,22.75,1.7525614359448425,2,1,-50.0,0.1533978,0.0770357,-49.78045,0.0,0.0,3.0,11.0,12.0,0.0,1.99501246882793,3.7572254335260116
1039,1039,AL,Covington,13.1,14.7,33.8,34.0,2,3334.14094787191,8.82865337712673,1150.60643395162,3.046753432944843,663.043458866274,4.269161411797528,681.510967800547,1.8046100034437893,657.153310251698,1.7401120356194837,10,0.26561836,1,0.0265618,27,0.717169571,2,0.0531237,48.75,1.2844157554999343,10,9,-10.0,0.2728811,0.2371229,-13.10395,0.0,0.0,5.0,19.0,20.0,3.0,3.64963503649635,3.5204567078972406
1041,1041,AL,Crenshaw,12.6,16.5,33.6,39.7,0,5383.88640028219,38.71628362061117,2202.06704650467,15.83537355461434,372.725365480835,6.594574760807413,1297.00315952457,9.326931968391845,779.024073108413,5.602071574201157,4,0.285225328,0,0.0,12,0.855675984,0,0.0,20.25,1.4379038557125612,6,5,-16.66667,0.4384042,0.355038,-19.01583,0.0,2.0,1.0,12.0,12.0,1.0,2.507836990595611,2.4347826086956523
1043,1043,AL,Cullman,11.9,14.4,30.1,33.4,4,6295.38775878081,7.829499986046826,2535.50213869903,3.1533742988073405,985.320115648622,3.0922674982695897,1477.52574374922,1.8375814538084474,1170.91596614792,1.456254466268587,10,0.124453958,1,0.0124454,54,0.672051375,6,0.074672375,77.5,0.9634510193933367,9,11,22.22222,0.1104051,0.1367479,23.86015,2.0,5.0,5.0,68.0,66.0,1.0,3.0425963488843815,3.687095166915795
1045,1045,AL,Dale,13.5,14.1,34.4,36.5,2,13846.9598442195,27.555590623508984,5167.72367812397,10.283822566961792,538.941615227449,2.6859786455392425,3824.17024199554,7.61013759327285,1375.39964462738,2.7370592518106704,7,0.140409997,1,0.0200586,33,0.661932844,1,0.0200586,36.58333333333332,0.72522665397933,8,8,0.0,0.1652893,0.1585917,-4.052018,0.0,0.0,1.0,11.0,11.0,2.0,4.545454545454546,4.722792607802875
1047,1047,AL,Dallas,15.6,19.0,39.9,40.8,1,7785.59720748858,17.76722320284934,5067.10573120623,11.563454429954884,1066.85564723155,6.252084196153011,1959.97475617916,4.4727858424900955,1274.10711580569,2.9075926878267686,9,0.205671976,1,0.0228524,39,0.89124523,0,0.0,55.58333333333333,1.2967369665297996,14,10,-28.57143,0.3284304,0.233296,-28.96636,0.0,0.0,7.0,25.0,26.0,1.0,3.963963963963964,3.9525691699604746
1049,1049,AL,DeKalb,11.2,13.4,31.7,30.4,4,2679.85266237218,3.76865468839694,1603.03923080155,2.254340844058488,1109.96947562991,4.135196615862864,890.009064237456,1.251612403827161,258.253240700054,0.3631794016229366,12,0.169338451,1,0.0141115,46,0.649130729,1,0.0141115,83.83333333333334,1.1794222472331646,12,11,-8.333333,0.1741806,0.1547552,-11.15246,2.0,6.0,22.0,45.0,35.0,2.0,3.215169002473207,3.734643734643735
1051,1051,AL,Elmore,9.9,13.4,29.0,35.4,4,15011.5049185081,18.929302697890495,5201.9407251624,6.559576214219385,878.867578925048,3.10542941565686,3157.38934340262,3.981424843199652,1592.19183335543,2.0077321581219247,10,0.127174687,2,0.0254349,57,0.724895717,0,0.0,65.74999999999997,0.815463418869141,12,10,-16.66667,0.1536,0.1240249,-19.25465,1.0,3.0,5.0,19.0,29.0,0.0,4.63258785942492,7.246376811594203
1053,1053,AL,Escambia,12.3,17.8,34.4,37.7,2,5188.70619109852,13.540818369734389,2903.32077909718,7.576713325235993,557.956012338345,3.9412023192649923,1285.77005733834,3.355437400084397,803.14342705435,2.095940465707221,8,0.209155795,0,0.0,33,0.862767654,2,0.0522889,42.25,1.112017687003211,6,6,0.0,0.1598636,0.1579197,-1.215975,0.0,0.0,3.0,14.0,16.0,3.0,3.386454183266932,5.066079295154185
1055,1055,AL,Etowah,11.6,16.8,30.8,35.1,9,24779.1927450907,23.728040548779756,9001.22457859041,8.61938578817429,1164.0109641944,2.769081178500333,5286.96069468872,5.062683802249085,4824.13658341105,4.619493041665279,19,0.182273429,2,0.0191867,63,0.604380318,1,0.0095933,101.00000000000003,0.9675070886657985,18,17,-5.555555,0.1740223,0.1628477,-6.421362,0.0,1.0,0.0,28.0,29.0,2.0,4.8804780876494025,5.275498241500586
1057,1057,AL,Fayette,12.7,15.1,32.3,33.7,0,437.511894058771,2.5376248132867643,229.241144073087,1.3296278874374283,248.012193069743,3.4931294798555355,109.786866584935,0.6367778353049998,66.6352747402768,0.38649309634172496,5,0.288850376,1,0.0577701,7,0.404390526,0,0.0,12.666666666666666,0.745843883098785,5,5,0.0,0.2844627,0.2944121,3.497617,0.0,0.0,0.0,17.0,22.0,1.0,4.239401496259352,6.038647342995169
1059,1059,AL,Franklin,12.8,13.9,29.5,33.2,3,3073.77478904746,9.695227066135063,1155.26033652317,3.6438945764672286,459.465307675079,3.7397469288220657,813.971448660353,2.5674093132108027,399.214840354867,1.259193919867736,6,0.189939536,1,0.0316566,23,0.728101554,1,0.0316566,30.749999999999993,0.9681685085482193,6,7,16.66667,0.1932305,0.2203961,14.05865,0.0,1.0,4.0,32.0,22.0,1.0,3.2359081419624216,2.909090909090909
1061,1061,AL,Geneva,12.6,13.9,32.0,34.1,0,605.997053221334,2.2620270743610824,249.23057149339,0.9303119503299364,182.258983413614,1.66903830964848,135.143073586747,0.5044534288419074,93.4204833348194,0.34871401020835907,11,0.412711515,0,0.0,15,0.562788429,0,0.0,23.16666666666667,0.8602230391246768,6,7,16.66667,0.2310269,0.2599235,12.5079,1.0,4.0,10.0,38.0,37.0,0.0,4.061371841155235,4.3264503441494595
1063,1063,AL,Greene,18.2,21.0,43.7,46.3,0,3286.51496428794,36.33515715077878,1895.323465532,20.954377728380322,301.215916538851,8.002548260862142,794.420616504362,8.782980834763537,522.338005754003,5.774881213421813,5,0.544543672,0,0.0,8,0.871269876,0,0.0,15.166666666666666,1.7087276550998949,2,2,0.0,0.2212634,0.2253267,1.836405,0.0,0.0,7.0,26.0,21.0,2.0,6.329113924050633,7.565789473684211
1065,1065,AL,Hale,15.1,16.0,40.2,40.4,0,87.1148587784919,0.5527592562087049,35.660015955229,0.22626913677175764,506.517276977712,8.07456204332396,26.0024425305419,0.16499011757958057,11.7642912413908,0.07464651802912944,4,0.249609984,0,0.0,13,0.811232449,0,0.0,15.083333333333332,0.9802010224417295,4,3,-25.0,0.2212022,0.1949571,-11.86475,0.0,0.0,0.0,18.0,19.0,0.0,3.3402922755741122,4.385964912280701
1067,1067,AL,Henry,13.5,18.7,33.8,35.8,1,386.312890581119,2.232764365860126,172.813242282218,0.9988050068328402,345.818034755994,4.944495778610151,94.7198044796169,0.5474500316704248,54.713893043715,0.3162287194758698,4,0.231978194,0,0.0,13,0.753929131,2,0.115989097,17.583333333333332,1.0171419756657218,4,3,-25.0,0.2406305,0.1735408,-27.88078,0.0,1.0,4.0,9.0,8.0,0.0,2.301255230125523,2.8112449799196786
1069,1069,AL,Houston,12.4,13.7,33.2,32.8,6,21404.3278787737,21.078247391625258,7445.46429470785,7.3320376719231986,997.413279214645,2.434556077069601,5582.85922880986,5.497808136931529,2620.31537400975,2.580396638019587,14,0.139303483,3,0.0298507,63,0.626865672,9,0.089552239,120.99999999999997,1.170190131718922,18,21,16.66667,0.1820904,0.2030908,11.53298,0.0,2.0,9.0,38.0,27.0,3.0,4.0428061831153395,4.901960784313726
1071,1071,AL,Jackson,11.9,14.9,31.6,32.0,2,4855.06252856056,9.121428088302103,2174.28257156336,4.084924139183797,752.388581597963,3.4973670877979037,1129.40188871499,2.1218589977173052,722.664588549539,1.3577030239343546,15,0.280578366,1,0.0187052,34,0.635977629,2,0.0374104,55.083333333333336,1.0389357274436208,12,11,-8.333333,0.2266974,0.2074728,-8.480297,0.0,1.0,7.0,47.0,24.0,1.0,5.187130663164806,5.159883720930233
1073,1073,AL,Jefferson,12.0,13.0,31.4,33.2,74,209261.458662368,31.780146379975278,75209.9340638788,11.421992033586974,7538.35567965832,2.8601179504561705,50218.9949051796,7.626664839973453,26850.5165618012,4.077737736162717,108,0.164023808,17,0.0258186,433,0.65761397,48,0.07289947,551.5833333333333,0.8357209270378635,103,94,-8.737864,0.1552622,0.1424223,-8.269807,3.0,0.0,5.0,21.0,14.0,8.0,8.936170212765958,14.974619289340103
1075,1075,AL,Lamar,12.7,14.9,30.8,33.6,0,92.3819374105951,0.6343170654394061,52.1931853199203,0.358371225761606,208.631801966977,3.418512239340931,18.6674603982829,0.12817536664572163,13.0588905544719,0.08966554898703584,4,0.272312615,0,0.0,8,0.54462523,0,0.0,12.333333333333332,0.8649507913130887,4,4,0.0,0.2789206,0.2805246,0.5750708,0.0,0.0,0.0,18.0,22.0,0.0,4.502369668246446,3.9660056657223794
1077,1077,AL,Lauderdale,12.8,14.2,29.1,32.9,7,14583.6935167614,15.730612472102385,5172.54161131264,5.579330605780065,902.957769716972,2.334430635255874,3032.15136320601,3.2706116592844383,2341.76786899531,2.5259336946739905,15,0.162116594,2,0.0216155,57,0.616043058,2,0.0216155,80.66666666666667,0.8716762839215347,17,16,-5.882353,0.190583,0.1728945,-9.281259,0.0,1.0,11.0,29.0,33.0,1.0,3.4767236299351802,3.6152796725784446
1079,1079,AL,Lawrence,12.9,15.6,32.8,35.5,1,1349.43848396877,3.9297547510666297,564.690524590786,1.6444582678318707,465.230507428775,3.4072836343106414,335.368241970503,0.9766395118393167,192.706457659384,0.5611883213238126,7,0.203992423,1,0.0291418,18,0.524551945,1,0.0291418,27.166666666666664,0.8028449277932107,6,6,0.0,0.176227,0.1773154,0.6176525,0.0,0.0,10.0,25.0,16.0,2.0,2.873204247345409,2.643455834945197
1081,1081,AL,Lee,9.6,9.5,30.1,29.0,8,43794.8074455289,31.22691212327458,15920.3910479833,11.35168028405834,1538.82477090332,2.7635946462111995,9268.50905428192,6.608703968200332,3504.65333700164,2.4989150120869894,13,0.093818108,3,0.0216503,74,0.53404154,1,0.00721678,88.08333333333331,0.5981605854616984,13,15,15.38461,0.0976673,0.1018627,4.295673,3.0,1.0,2.0,11.0,9.0,3.0,8.707865168539326,5.079365079365079
1083,1083,AL,Limestone,10.4,12.6,29.1,32.9,4,10137.4569992119,12.245967721499722,3269.77430978678,3.9498614551312845,872.132500592526,2.773429054863976,1936.12918340203,2.3388287108333095,1518.51733361957,1.8343569056311397,12,0.147554288,1,0.0122962,58,0.713179057,2,0.0245924,62.08333333333334,0.7082772415786313,8,9,12.5,0.10483,0.1026764,-2.054378,0.0,1.0,8.0,27.0,12.0,1.0,3.698224852071006,5.691056910569105
1085,1085,AL,Lowndes,17.1,23.5,40.6,45.1,1,5502.70193352244,48.700787091976636,2962.5130634025,26.219250052239136,553.23337092788,12.712163854041359,1269.05742068624,11.231590589310912,834.559381022675,7.3861348882438715,2,0.174125022,0,0.0,10,0.870625109,0,0.0,16.666666666666668,1.5351079180866416,6,2,-66.66666,0.476493,0.1842129,-61.33984,0.0,0.0,2.0,19.0,13.0,1.0,4.691358024691358,3.6281179138321997
1087,1087,AL,Macon,16.2,18.4,40.0,44.7,0,7505.70874272613,34.988386829788034,4121.53955021533,19.212845190263515,842.807172817548,9.916545156107166,1744.57802648542,8.132472620200542,1050.54225871403,4.897176294583395,5,0.235960359,0,0.0,14,0.660689004,0,0.0,13.0,0.6330654979303628,4,4,0.0,0.1802208,0.1947894,8.083758,0.0,2.0,3.0,22.0,18.0,1.0,8.571428571428571,9.659090909090908
1089,1089,AL,Madison,13.0,11.5,30.6,32.3,50,110052.12807056,32.86992603903695,27134.8218295015,8.104519215169603,2828.19893175146,2.099628011693734,26275.7179232067,7.847925523118028,12421.1933513786,3.7099119656697663,35,0.105786203,10,0.0302246,211,0.637739681,13,0.039292,227.58333333333331,0.6633535424196494,35,35,0.0,0.1090635,0.102017,-6.46088,3.0,1.0,6.0,26.0,32.0,3.0,5.981465880370682,7.647628267182963
1091,1091,AL,Marengo,15.9,20.2,37.6,40.3,2,5586.990602225,26.570555011295,3183.29170505663,15.139067413595042,412.511904870593,4.8331799047521145,1400.57667575949,6.6608487932633755,882.342361939178,4.1962351354885525,4,0.188946623,1,0.0472367,22,1.039206424,0,0.0,25.583333333333332,1.254023495580282,8,6,-25.0,0.3791469,0.2941032,-22.43027,0.0,0.0,6.0,25.0,20.0,2.0,3.2432432432432434,3.006012024048096
1093,1093,AL,Marion,11.7,18.7,28.6,35.5,1,538.091100407343,1.7484114258101864,195.768250841702,0.6361068717237522,438.430189868771,3.465577344627073,135.324953649824,0.4397093633020016,99.4148215180048,0.32302710397064205,5,0.163153429,2,0.065261372,18,0.587352346,1,0.0326307,22.833333333333332,0.7529044525780108,8,7,-12.5,0.2723126,0.2308174,-15.23807,0.0,0.0,1.0,23.0,19.0,1.0,4.066073697585769,2.797202797202797
1095,1095,AL,Marshall,11.5,12.8,26.5,33.2,2,12813.7371768385,13.775397689545684,6102.72610680474,6.5607307182454555,1255.94911637169,3.507258074201871,3482.59094420342,3.7439565510308856,1677.68203599469,1.8035907029689526,19,0.206044701,3,0.0325334,65,0.704889766,5,0.0542223,89.16666666666669,0.940814833572494,15,14,-6.666667,0.1681614,0.1477167,-12.15779,0.0,5.0,5.0,43.0,24.0,3.0,3.6395147313691507,3.4551495016611296
1097,1097,AL,Mobile,12.2,15.6,30.3,37.1,32,112773.596023804,27.306484392870562,43729.8180481008,10.588538772688286,3561.68040283322,2.248038882086168,28440.3247174174,6.886410564228217,14569.0263508074,3.5276776186481578,60,0.145633189,8,0.0194178,260,0.631077152,28,0.067962155,463.3333333333335,1.119335678301316,64,55,-14.0625,0.1564287,0.1328708,-15.05987,0.0,0.0,3.0,39.0,47.0,4.0,7.76255707762557,12.750716332378223
1099,1099,AL,Monroe,13.5,17.8,35.4,35.3,0,7149.03888702212,30.991151755774755,3909.23297190441,16.94656221564249,629.249852858175,6.829279931171858,1803.20708298996,7.816919901985261,1157.81791575667,5.01915170693892,7,0.301490223,0,0.0,15,0.646050478,0,0.0,25.583333333333336,1.1319057310562488,11,6,-45.45454,0.4856941,0.2654632,-45.34353,0.0,0.0,2.0,26.0,6.0,2.0,5.9405940594059405,2.9166666666666665
1101,1101,AL,Montgomery,12.7,13.5,34.0,34.8,18,64259.799305551,28.016637079891265,25876.1552854302,11.281747834406683,2359.20166869437,2.62188869727428,16619.0812833309,7.245755105806473,7483.77928800444,3.262853768046477,33,0.144986753,6,0.0263612,131,0.575553476,17,0.074690146,195.0833333333334,0.8476392829572729,35,28,-20.0,0.1558847,0.1216603,-21.95491,0.0,0.0,1.0,6.0,18.0,5.0,3.225806451612903,4.643449419568822
1103,1103,AL,Morgan,11.0,12.6,34.8,31.6,6,14009.671768276,11.724555835865763,4196.59113611029,3.512085644079245,1008.32220312002,2.143997880331746,3573.71253363994,2.990804697999782,1986.35589007326,1.6623616119116744,22,0.184945441,2,0.0168132,91,0.765001597,7,0.0588463,100.33333333333334,0.8333679416365576,17,18,5.882353,0.1461775,0.1495079,2.278343,1.0,2.0,6.0,46.0,30.0,2.0,4.667124227865477,3.637833468067906
1105,1105,AL,Perry,17.5,21.7,40.7,43.0,0,971.662779650747,9.174419598250845,592.741000436731,5.5966481015648295,454.1204000459,11.505457310511781,163.646174343616,1.545143747933302,232.096469513481,2.191450000127287,5,0.467726848,0,0.0,8,0.748362956,0,0.0,18.75,1.841665848148512,5,4,-20.0,0.4649865,0.3928887,-15.50535,0.0,2.0,0.0,26.0,20.0,2.0,3.8461538461538463,3.8560411311053984
1107,1107,AL,Pickens,14.9,16.4,34.8,36.4,2,851.430655251219,4.311914591569021,418.966261245769,2.121777885373083,605.206809617451,7.553754488485409,190.768782869343,0.9661135565144484,141.799515974886,0.7181176743385292,4,0.20187746,0,0.0,11,0.555163016,0,0.0,23.916666666666664,1.2325002147212916,7,7,0.0,0.361104,0.3607318,-0.1030731,0.0,0.0,1.0,21.0,15.0,2.0,4.174950298210735,4.387990762124711
1109,1109,AL,Pike,12.9,13.5,35.1,38.4,2,3732.81106262387,11.346275153116721,1899.79273037263,5.774621509385179,571.052534105593,4.322880651821294,919.700185671011,2.7955262642360283,432.996457299535,1.3161386586204293,9,0.276412776,1,0.0307125,17,0.522113022,0,0.0,40.166666666666664,1.2104956502521447,6,7,16.66667,0.1975569,0.2109578,6.783296,2.0,0.0,6.0,19.0,7.0,0.0,4.513399153737659,2.0
1111,1111,AL,Randolph,12.9,14.9,31.9,30.9,1,1061.0686925223,4.6308588684253476,469.009737973483,2.046915453993292,422.225603427886,4.6074378374933005,271.903749795092,1.1866789586483306,186.693161805064,0.8147914363246366,4,0.174947516,1,0.0437369,17,0.743526942,1,0.0437369,18.166666666666668,0.8011760382212422,5,4,-20.0,0.2210433,0.1764057,-20.19404,3.0,2.0,4.0,21.0,23.0,1.0,4.754098360655737,3.109656301145663
1113,1113,AL,Russell,13.6,12.9,36.7,36.4,4,8511.76217036558,16.076004627959243,4129.42449151676,7.79916613125722,756.038114219584,3.5613458675377268,2025.54798482387,3.8256142648759512,1206.50246298085,2.278698439913215,8,0.153368352,1,0.019171,37,0.70932863,1,0.019171,52.83333333333333,0.9137553326415311,13,11,-15.38461,0.2585264,0.1902456,-26.41155,0.0,2.0,0.0,5.0,13.0,1.0,1.9801980198019802,5.357142857142857
1115,1115,AL,St. Clair,11.4,12.8,33.7,33.0,2,3743.67471830174,4.478454796815212,972.100135387387,1.162896576731768,943.714749254666,2.984172619702334,918.167106869165,1.0983779824496847,495.584384402144,0.5928539284415489,11,0.132515751,2,0.0240938,52,0.626438097,0,0.0,65.83333333333334,0.7723562928462211,15,12,-20.0,0.1868297,0.1407839,-24.64587,1.0,0.0,2.0,28.0,28.0,1.0,5.797101449275362,5.555555555555555
1117,1117,AL,Shelby,8.0,8.7,28.4,30.1,24,52013.6057900151,26.662022087815618,7448.57077167545,3.818115576120896,968.869668846363,1.308010677241553,13435.0227357427,6.886753330980187,5549.83551265123,2.844829439808919,26,0.134919152,6,0.0311352,100,0.518919817,5,0.025946,101.41666666666663,0.5047086789986445,26,26,0.0,0.1379435,0.1293912,-6.199824,0.0,1.0,3.0,17.0,12.0,4.0,3.79746835443038,8.229426433915211
